term,corpus_count,School,Field,Year,PDF,left_context,matched_term,right_context
ree,38,SBE,Construction_Management,2017,exploring_the_potential_of_offsite_construction_to_alleviate_constraints_to_house_building_in_western_australia_2017.pdf,is called recurrent embodied energy,REE,Rauf Crawford 2015 Stephan and
niu,34,SBE,Construction_Management,2017,exploring_the_potential_of_offsite_construction_to_alleviate_constraints_to_house_building_in_western_australia_2017.pdf,H Zheng L Wang J,Niu,Y and Zhang G 2016
ngowi,22,SBE,Construction_Management,2017,exploring_the_potential_of_offsite_construction_to_alleviate_constraints_to_house_building_in_western_australia_2017.pdf,deemed a failure by another,Ngowi,2001 concluded that alliances were
kao,21,SBE,Construction_Management,2017,exploring_the_potential_of_offsite_construction_to_alleviate_constraints_to_house_building_in_western_australia_2017.pdf,management market html Tucker E,Kao,T and Verma N 2005
kaka,19,SBE,Construction_Management,2017,exploring_the_potential_of_offsite_construction_to_alleviate_constraints_to_house_building_in_western_australia_2017.pdf,g Jarrah et al 2007,Kaka,and Price 1991 Kaka 1996
aia,18,SBE,Construction_Management,2017,exploring_the_potential_of_offsite_construction_to_alleviate_constraints_to_house_building_in_western_australia_2017.pdf,The American Institute of Architects,AIA,released E202 2008 Building Information
oke,18,SBE,Construction_Management,2017,exploring_the_potential_of_offsite_construction_to_alleviate_constraints_to_house_building_in_western_australia_2017.pdf,Builders 13 18 Akanni P,Oke,A and Omotilewa O 2014
automa,17,SBE,Construction_Management,2017,exploring_the_potential_of_offsite_construction_to_alleviate_constraints_to_house_building_in_western_australia_2017.pdf,literature review and future needs,Automa,tion in Construction 38 109
irani,17,SBE,Construction_Management,2017,exploring_the_potential_of_offsite_construction_to_alleviate_constraints_to_house_building_in_western_australia_2017.pdf,a similar vein Love Edwards,Irani,2004 described rework as doing
huo,16,SBE,Construction_Management,2017,exploring_the_potential_of_offsite_construction_to_alleviate_constraints_to_house_building_in_western_australia_2017.pdf,high satisfaction 3 4 Kiiras,Huo,vinen 2004 From building contractors
reiterate,16,SBE,Construction_Management,2017,exploring_the_potential_of_offsite_construction_to_alleviate_constraints_to_house_building_in_western_australia_2017.pdf,Missimer Robèrt and Broman 2017,reiterate,the non integration of SS
hei,16,SBE,Construction_Management,2017,exploring_the_potential_of_offsite_construction_to_alleviate_constraints_to_house_building_in_western_australia_2017.pdf,a key policy driver in,HEI,s relating to quality of
repo,17,SBE,Construction_Management,2017,implementation_of_the_lps_using_an_excel_spreadsheet_2017.pdf,rate according to the information,repo,rted by different teams Hence
ano,22,SBE,Construction_Management,2017,leverage_viability_to_secure_the_investment_return_for_palembang_monorail_project_using_public_private_partnership_financial_scheme_2017.pdf,n 2014 the study of,ano,ther leverage method without any
roa,16,SBE,Construction_Management,2017,leverage_viability_to_secure_the_investment_return_for_palembang_monorail_project_using_public_private_partnership_financial_scheme_2017.pdf,city centre and its main,roa,ds During peak hours large
maki,18,SBE,Construction_Management,2017,modelling_knowledge_integration_process_in_early_contractor_involvement_procurement_at_tender_stage_2017.pdf,culture was maintained and decision,maki,ng was sound On a
irani,17,SBE,Construction_Management,2017,modelling_knowledge_integration_process_in_early_contractor_involvement_procurement_at_tender_stage_2017.pdf,Fong P S W and,Irani,Z Eds Management of Knowledge
mei,46,SBE,Construction_Management,2017,preliminary_contractual_framework_for_bim_enabled_projects_2017.pdf,Shang Hsien Hsieh4 and Ching,Mei,Tsai5 3 ABSTRACT 4 Building
aia,18,SBE,Construction_Management,2017,preliminary_contractual_framework_for_bim_enabled_projects_2017.pdf,American Institute of 25 Architects,AIA,has published Document E203 TM
anu,29,SBE,Construction_Management,2017,towards_developing_robust_climate_risk_management_strategies_in_the_estuarine_park_of_the_swan_river_western_australia_2017.pdf,McKinsey available at https crawford,anu,edu au public_policy_community workshops climate_change_adaptation_in_
opoku,26,SBE,Construction_Management,2017,towards_developing_robust_climate_risk_management_strategies_in_the_estuarine_park_of_the_swan_river_western_australia_2017.pdf,environment research in Ahmed V,Opoku,A and Aziz Z Eds
romero,38,SBE,Construction_Management,2017,"trends_and_opportunities_of_bim_gis_integration_in_the_architecture,_engineering_and_construction_industry_2017.pdf",2016 pp 1323 1331 20,Romero,A Izkara J L Mediavilla
niu,34,SBE,Construction_Management,2017,"trends_and_opportunities_of_bim_gis_integration_in_the_architecture,_engineering_and_construction_industry_2017.pdf",397 25 of 32 89,Niu,S Pan W Zhao Y
aia,18,SBE,Construction_Management,2017,"trends_and_opportunities_of_bim_gis_integration_in_the_architecture,_engineering_and_construction_industry_2017.pdf",2014 2 123 CrossRef 168,AIA,Document E202 Building Information Modeling
opoku,26,SBE,Construction_Management,2017,unlocking_the_potential_of_early_contractor_involvement_in_reducing_design_risks_in_commercial_building_refurbishment_projects_2017.pdf,research In V Ahmed A,Opoku,Z Aziz Eds Research methodology
opoku,26,SBE,Construction_Management,2018,developing_work_breakdown_structure_matrix_for_managing_offsite_construction_projects_2018.pdf,Environment Research In Ahmed V,Opoku,A and Aziz Z Eds
hira,30,SBE,Construction_Management,2018,enabling_an_effective_knowledge_and_information_flow_between_the_phases_of_building_construction_and_facilities_management_2018.pdf,details Morton 2011 Skripac and,Hira,2013 Unfortunately t he capabilities
opoku,26,SBE,Construction_Management,2018,enabling_an_effective_knowledge_and_information_flow_between_the_phases_of_building_construction_and_facilities_management_2018.pdf,Case Studies V Ahmed A,Opoku,and Z Aziz Oxford Taylor
noti,71,SBE,Construction_Management,2018,enhancing_off_site_manufacturing_through_early_contractor_involvement_in_new_zealand_2018.pdf,and the contractor s early,noti,ﬁcation of design issues Opportunity
opoku,26,SBE,Construction_Management,2018,exploring_the_potential_for_achieving_the_triple_bottom_line_of_sustainability_through_offsite_manufacturing_2018.pdf,Environment Research In Ahmed V,Opoku,A and Aziz Z Eds
ature,17,SBE,Construction_Management,2018,exploring_the_potential_for_achieving_the_triple_bottom_line_of_sustainability_through_offsite_manufacturing_2018.pdf,the findings from the liter,ature,review discussed above a framework
kaka,19,SBE,Construction_Management,2018,securing_the_embeddedness_of_psychosocial_diffusion_indicators_into_the_turkish_construction_industry_2018.pdf,planning aligns to financial budgeting,Kaka,and Price 1994 where stakeholder
irani,17,SBE,Construction_Management,2018,securing_the_embeddedness_of_psychosocial_diffusion_indicators_into_the_turkish_construction_industry_2018.pdf,adapt to change Love and,Irani,2004 2 3 Psychosocial Diffusion
whanganui,18,SBE,Construction_Management,2019,a_performance_based_framework_to_prioritise_underutilised_historical_buildings_for_adaptive_reuse_interventions_in_new_zealand_2019.pdf,centre re generation agenda for,Whanganui,to explore and balance their
ito,60,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,J HIROYOSHI N TSUNEKAWA M,ITO,M OKAMOTO H 2007 Carrier
rotorua,57,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,Palmerston North Napier New Plymouth,Rotorua,Whangarei Nelson Invercargill Hastings Whanganui
pore,47,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,contents within the close d,pore,structures González Corrochano et al
romero,38,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,E Aguilar Fernández M Pérez,Romero,P 2017 Internet Prospective Study
epi,31,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,demand The Environmental Performance Index,EPI,ranks environmental performan ce on
hira,30,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,as H S workforce training,HIRA,H S awareness and H
ena,28,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,new rules of measurements has,ena,bled to tackle the inconsistency
ope,27,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,workers but also in part,ope,rates outside the law is
popu,27,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,with Australian and Queensland male,popu,lation suicide rates referring to
uo,26,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,612 Zhao Z Y Z,uo,J Z illante G W
mena,26,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,and European perspectives Guillermo Aranda,Mena,and Paulo Vaz Serra 434
kiwi,25,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,construction industry 2 lack of,kiwi,focused in BIM initiatives led
ato,25,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,Manu Prosper Babon Ayeng Frank,Ato,Ghansah Caleb Debrah Frank Boateng
ngowi,22,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,rates and our built fabric,Ngowi,et al 2005 The prosperity
ona,21,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,It is reported by Jatar,ona,et al 2016 that there
motu,20,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,Statistics New Zealand 2018b and,Motu,a New Zealand urban population
rami,20,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,approaches for aged care facilities,Rami,Mezher and Mary Hardie 144
ete,20,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,to reduce accurate and compl,ete,p roject design which is
merino,19,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,Sáez Porras Amores del Río,Merino,2015 Waste quantification Retrofitting of
natu,19,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,indicators are largely manual in,natu,re Awolusi et al 2018
whanganui,18,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,t he document analysis revealed,Whanganui,and Invercargill as two typical
maki,18,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,Saxena P Hobor A 2016,Maki,ng Smart Contracts Smarter ACM
oke,18,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,and client s financial difficulties,Oke,Aigbavboa Khangale 2017 conducted a
uti,17,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,will be multiplied by the,uti,lity score to obtain a
kumi,17,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,G Edwards P J Adjei,Kumi,T Badu E Amoah E
naire,16,SBE,Construction_Management,2019,critical_success_factors_of_public_private_partnerships_in_new_zealand_2019.pdf,by utilizing an online question,naire,to gather the feedback from
ito,60,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,J HIROYOSHI N TSUNEKAWA M,ITO,M OKAMOTO H 2007 Carrier
rotorua,57,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,Palmerston North Napier New Plymouth,Rotorua,Whangarei Nelson Invercargill Hastings Whanganui
romero,38,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,E Aguilar Fernández M Pérez,Romero,P 2017 Internet Prospective Study
epi,31,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,demand The Environmental Performance Index,EPI,ranks environmental performan ce on
hira,30,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,as H S workforce training,HIRA,H S awareness and H
ena,28,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,new rules of measurements has,ena,bled to tackle the inconsistency
ope,27,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,workers but also in part,ope,rates outside the law is
popu,27,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,with Australian and Queensland male,popu,lation suicide rates referring to
uo,26,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,612 Zhao Z Y Z,uo,J Z illante G W
ato,25,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,Manu Prosper Babon Ayeng Frank,Ato,Ghansah Caleb Debrah Frank Boateng
ngowi,22,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,rates and our built fabric,Ngowi,et al 2005 The prosperity
motu,20,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,Statistics New Zealand 2018b and,Motu,a New Zealand urban population
rami,20,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,approaches for aged care facilities,Rami,Mezher and Mary Hardie 144
ete,20,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,to reduce accurate and compl,ete,p roject design which is
natu,19,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,indicators are largely manual in,natu,re Awolusi et al 2018
whanganui,18,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,t he document analysis revealed,Whanganui,and Invercargill as two typical
maki,18,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,Saxena P Hobor A 2016,Maki,ng Smart Contracts Smarter ACM
oke,18,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,and client s financial difficulties,Oke,Aigbavboa Khangale 2017 conducted a
uti,17,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,will be multiplied by the,uti,lity score to obtain a
kumi,17,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,G Edwards P J Adjei,Kumi,T Badu E Amoah E
naire,16,SBE,Construction_Management,2019,factors_limiting_performance_of_the_construction_industry_2019.pdf,by utilizing an online question,naire,to gather the feedback from
waikato,80,SBE,Construction_Management,2020,applying_secure_information_based_mechanism_for_prefabrication_supply_chain_integration_2020.pdf,2018 Christchurch City Council 2019,Waikato,City Council 2018 Rotorua City
mei,46,SBE,Construction_Management,2020,applying_secure_information_based_mechanism_for_prefabrication_supply_chain_integration_2020.pdf,M Mohammed A Jaafar M,Mei,J Baba M 2017 Green
iea,23,SBE,Construction_Management,2020,applying_secure_information_based_mechanism_for_prefabrication_supply_chain_integration_2020.pdf,GHG emissions International Energy Agency,IEA,and the United Nations Environment
kauri,22,SBE,Construction_Management,2020,applying_secure_information_based_mechanism_for_prefabrication_supply_chain_integration_2020.pdf,many materials such as old,kauri,floorboards it ensures that the
hoai,22,SBE,Construction_Management,2020,applying_secure_information_based_mechanism_for_prefabrication_supply_chain_integration_2020.pdf,New Zealand 1Le An Thi,Hoai,2Domingo Niluka 3Rasheed Eziaku 4Park
amore,21,SBE,Construction_Management,2020,applying_secure_information_based_mechanism_for_prefabrication_supply_chain_integration_2020.pdf,Hamer Adams A Ombler J,Amore,K 2015 What effect will
motu,20,SBE,Construction_Management,2020,applying_secure_information_based_mechanism_for_prefabrication_supply_chain_integration_2020.pdf,player in the A league,Motu,Economic and Public Policy Research
wou,18,SBE,Construction_Management,2020,applying_secure_information_based_mechanism_for_prefabrication_supply_chain_integration_2020.pdf,2 2013 from http woulibrary,wou,edu my library pdf CIMPlan
ngai,18,SBE,Construction_Management,2020,applying_secure_information_based_mechanism_for_prefabrication_supply_chain_integration_2020.pdf,integration of supply chain networks,Ngai,Cheng Ho 2004 Information technology
waikato,80,SBE,Construction_Management,2020,a_rank_order_of_determinants_of_construction_organisations_performance_in_new_zealand_2020.pdf,New Zealand are Auckland Canterbury,Waikato,Bay of Plenty and Wellington
waikato,80,SBE,Construction_Management,2020,energy_retrofitting_2020.pdf,2018 Christchurch City Council 2019,Waikato,City Council 2018 Rotorua City
iea,23,SBE,Construction_Management,2020,energy_retrofitting_2020.pdf,GHG emissions International Energy Agency,IEA,and the United Nations Environment
kauri,22,SBE,Construction_Management,2020,energy_retrofitting_2020.pdf,many materials such as old,kauri,floorboards it ensures that the
hoai,22,SBE,Construction_Management,2020,energy_retrofitting_2020.pdf,New Zealand 1Le An Thi,Hoai,2Domingo Niluka 3Rasheed Eziaku 4Park
amore,21,SBE,Construction_Management,2020,energy_retrofitting_2020.pdf,Hamer Adams A Ombler J,Amore,K 2015 What effect will
wou,18,SBE,Construction_Management,2020,energy_retrofitting_2020.pdf,2 2013 from http woulibrary,wou,edu my library pdf CIMPlan
ngai,18,SBE,Construction_Management,2020,energy_retrofitting_2020.pdf,integration of supply chain networks,Ngai,Cheng Ho 2004 Information technology
iea,23,SBE,Construction_Management,2020,nature_of_new_zealand_construction_industry_2020.pdf,GHG emissions International Energy Agency,IEA,and the United Nations Environment
kauri,22,SBE,Construction_Management,2020,nature_of_new_zealand_construction_industry_2020.pdf,many materials such as old,kauri,floorboards it ensures that the
amore,21,SBE,Construction_Management,2020,nature_of_new_zealand_construction_industry_2020.pdf,Hamer Adams A Ombler J,Amore,K 2015 What effect will
ature,17,SBE,Construction_Management,2020,occupant_energy_behaviours_2020.pdf,occupant energy behaviours From liter,ature,IEQ is broadly categorized categorised
kauri,22,SBE,Construction_Management,2020,rework_management_in_life_cycle_of_project_2020.pdf,many materials such as old,kauri,floorboards it ensures that the
iwi,45,SBE,Construction_Management,2020,to_improve_the_strategic_decision_making_for_effective_governance_of_public_spend_regenerative_projects_2020.pdf,projects are trialing appointment of,Iwi,representatives as professional design delivery
whenua,39,SBE,Construction_Management,2020,to_improve_the_strategic_decision_making_for_effective_governance_of_public_spend_regenerative_projects_2020.pdf,Example Local Community Groups Mana,Whenua,and Tangata Whenua End Users
toa,25,SBE,Construction_Management,2021,facilitating_digital_transformation_in_constructions_2021.pdf,of digital technologies has led,toa,shift from symbolic 2D drawings
wherea,21,SBE,Construction_Management,2021,facilitating_digital_transformation_in_constructions_2021.pdf,ROI on digital investments increases,wherea,small amount of data is
oke,18,SBE,Construction_Management,2021,facilitating_digital_transformation_in_constructions_2021.pdf,pdf Aghimien D Aigbavboa C,Oke,A Thwala W and Moripe
mau,114,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,is well documented in literature,Mau,et al 2000 Pio et
ito,60,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,democracy London Routledge Murota Y,Ito,K 1996 Global warming and
romero,38,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,420 Wells E M Delgado,Romero,E A Shelton K L
niu,34,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,of the modules on site,Niu,et al 2019 Although BIM
anu,29,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,2017 Keys to Resilience at,ANU,An Exploration into Stu dent
ena,28,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,Revit model classroom elements that,ena,bled detailed comparative analysis However
uo,26,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,skills The ABP Faculty at,Uo,M had bought a subscription
ato,25,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,Research National Australian Bank NAB,ATO,Research Suncorp former employee Research
pare,23,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,this degree program will pre,pare,them for professional practice within
kao,21,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,backgrounds Cheng and Starks 2002,Kao,and Tienda 1998 reported lower
tapia,20,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,al 2018 teacher support Alonso,Tapia,et al 2013 van Breda
arora,19,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,Luthars Avey Avolio Peterson 2010,Arora,Rangnekar 2015 Mentors have the
natu,19,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,to the economy the cyclical,natu,re of work in the
mata,18,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,and surveys The article by,Mata,et al 2020 bringing nature
keane,17,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,Hassanein and El Nemr 2008,Keane,1994 Nguyen and Ibbs 2008
kumi,17,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,Dadzoe Micheal Addy Godwin Kojo,Kumi,Acquah 131 BIM Based Cost
ature,17,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,key findings within published liter,ature,It was important to establish
hone,16,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,the importance for employees to,hone,in on their career resilience
huo,16,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,319 333 Flynn B B,Huo,B Zhao X 2010 The
naire,16,SBE,Construction_Management,2021,modular_prefabricated_classrooms_2021.pdf,order to fortify the question,naire,administered to achieve the aim
puri,90,SBE,Construction_Management,2021,unmanned_aerial_vehicle_based_low_carbon_monitoring_planning_2021.pdf,43 2020 101009 15 V,Puri,A Nayyar L Raja Agriculture
niwa,48,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,of Water and Atmospheric Research,NIWA,weather station in Kyle Street
iwi,45,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,body representatives researchers and community,iwi,and mana whenua groups Various
whenua,39,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,and community iwi and mana,whenua,groups Various themes resulted from
romero,38,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,amplification and limiting inelastic deformations,Romero,1995 Soong Spencer Jr 2002
ene,32,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,behaviour on heating and cooling,ene,rgy demand based on simulations
ena,28,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,to their grids Figure 1,ena,Lines Company Map Local electricity
minima,28,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,handover is done reasonably with,minima,l disruption to network maintenance
ete,20,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,different machine setups 3D concr,ete,printing technology Elsevier 115 136
arora,19,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,position remains al most global,Arora,Srinivasan 2020 Murphy 2020 Aristovnik
natu,19,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,2007 Explicating dynamic capabilities the,natu,re and microfoundations of sustainable
aro,18,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,54 62 doi 10 14500,aro,10604 Smits W van Buiten
automa,17,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,and Ore J P 2021,Automa,ted object manipulation using vision
uti,17,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,role of blend that was,uti,lized in this study is
kumi,17,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,Gyamfi S Diawuo F A,Kumi,E N Sika F and
materi,16,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,on to ensure the CLT,materi,al is suitable for the
naire,16,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,experts to complete the question,naire,The more sampling the researcher
hei,16,SBE,Construction_Management,2022,asset_management_for_the_built_environment_2022.pdf,and hazards of falls from,hei,ght Kamardeen 2019 Factors in
materi,16,SBE,Construction_Management,2022,comparing_two_ai_methods_for_predicting_the_future_trend_of_new_zealand_building_projects_2022.pdf,performance evaluation Construction and Building,Materi,als 268 121082 25 Karimi
noti,71,SBE,Construction_Management,2022,disruptive_technologies_and_human_involvement_in_automating_construction_industry_towards_industry_5_0_2022.pdf,managers will receive Increased hazard,noti,fications and data providing real
whenua,39,SBE,Construction_Management,2022,evaluating_capacity_and_capability_of_the_construction_sector_2022.pdf,and community iwi and mana,whenua,groups Various themes resulted from
ene,32,SBE,Construction_Management,2022,evaluating_capacity_and_capability_of_the_construction_sector_2022.pdf,behaviour on heating and cooling,ene,rgy demand based on simulations
ena,28,SBE,Construction_Management,2022,evaluating_capacity_and_capability_of_the_construction_sector_2022.pdf,to their grids Figure 1,ena,Lines Company Map Local electricity
minima,28,SBE,Construction_Management,2022,evaluating_capacity_and_capability_of_the_construction_sector_2022.pdf,handover is done reasonably with,minima,l disruption to network maintenance
arora,19,SBE,Construction_Management,2022,evaluating_capacity_and_capability_of_the_construction_sector_2022.pdf,position remains al most global,Arora,Srinivasan 2020 Murphy 2020 Aristovnik
aro,18,SBE,Construction_Management,2022,evaluating_capacity_and_capability_of_the_construction_sector_2022.pdf,54 62 doi 10 14500,aro,10604 Smits W van Buiten
uti,17,SBE,Construction_Management,2022,evaluating_capacity_and_capability_of_the_construction_sector_2022.pdf,role of blend that was,uti,lized in this study is
ene,32,SBE,Construction_Management,2022,regenerative_public_spend_projects_in_new_zealand_built_environment_2022.pdf,behaviour on heating and cooling,ene,rgy demand based on simulations
minima,28,SBE,Construction_Management,2022,regenerative_public_spend_projects_in_new_zealand_built_environment_2022.pdf,handover is done reasonably with,minima,l disruption to network maintenance
aro,18,SBE,Construction_Management,2022,regenerative_public_spend_projects_in_new_zealand_built_environment_2022.pdf,54 62 doi 10 14500,aro,10604 Smits W van Buiten
minima,28,SBE,Construction_Management,2022,self_reported_occupant_behaviours_and_multi_domain_comfort_preferences_in_new_zealand_tertiary_office_buildings_2022.pdf,handover is done reasonably with,minima,l disruption to network maintenance
huo,16,SBE,Construction_Management,2022,statistical_cost_modelling_for_preliminary_stage_cost_estimation_of_infrastructure_projects_2022.pdf,techniques in estimation References 1,Huo,T Ren H Cai W
hone,16,SBE,Construction_Management,2022,the_challenges_of_land_development_for_housing_provision_in_new_zealand_2022.pdf,so that the study could,hone,on key knowledge gaps In
minima,28,SBE,Construction_Management,2022,toward_improving_capacity_and_capability_of_prefabrication_construction_in_new_zealands_construction_sector_2022.pdf,handover is done reasonably with,minima,l disruption to network maintenance
ori,21,SBE,Quantity_Surveying,2015,assessment_of_the_impact_of_complex_healthcare_features_on_construction_waste_generation_2015.pdf,Brouwers 19 Ekanayake and Of,ori,17 Kulathunga et al 65
mau,114,SBE,Quantity_Surveying,2021,reconstruction_technologies_2021.pdf,is well documented in literature,Mau,et al 2000 Pio et
ito,60,SBE,Quantity_Surveying,2021,reconstruction_technologies_2021.pdf,democracy London Routledge Murota Y,Ito,K 1996 Global warming and
anu,29,SBE,Quantity_Surveying,2021,reconstruction_technologies_2021.pdf,2017 Keys to Resilience at,ANU,An Exploration into Stu dent
uo,26,SBE,Quantity_Surveying,2021,reconstruction_technologies_2021.pdf,skills The ABP Faculty at,Uo,M had bought a subscription
ato,25,SBE,Quantity_Surveying,2021,reconstruction_technologies_2021.pdf,Research National Australian Bank NAB,ATO,Research Suncorp former employee Research
pare,23,SBE,Quantity_Surveying,2021,reconstruction_technologies_2021.pdf,this degree program will pre,pare,them for professional practice within
kao,21,SBE,Quantity_Surveying,2021,reconstruction_technologies_2021.pdf,backgrounds Cheng and Starks 2002,Kao,and Tienda 1998 reported lower
tapia,20,SBE,Quantity_Surveying,2021,reconstruction_technologies_2021.pdf,al 2018 teacher support Alonso,Tapia,et al 2013 van Breda
mata,18,SBE,Quantity_Surveying,2021,reconstruction_technologies_2021.pdf,and surveys The article by,Mata,et al 2020 bringing nature
keane,17,SBE,Quantity_Surveying,2021,reconstruction_technologies_2021.pdf,Hassanein and El Nemr 2008,Keane,1994 Nguyen and Ibbs 2008
hone,16,SBE,Quantity_Surveying,2021,reconstruction_technologies_2021.pdf,the importance for employees to,hone,in on their career resilience
huo,16,SBE,Quantity_Surveying,2021,reconstruction_technologies_2021.pdf,319 333 Flynn B B,Huo,B Zhao X 2010 The
nakamura,29,SMCS,Computer Science,2012,knowledge_representation_and_reasoning_for_sensory_rich_smart_environments_to_support_independent_living_2012.pdf,395 2011 37 Eduardo F,Nakamura,Antonio A F Loureiro and
